file,page,line_num,text,lang,score,ppl,cat
CTX199600359,116,43,"kachle: lx zl. s rostlinným ornamentem , Ix zl.",ces_Latn,0.9779,423.74,Clear,
CTX199600359,116,44,miskovitého + další zl.stěn,ces_Latn,1.0000,964.85,Clear,
CTX199600359,116,46,"směs keramiky různého stáří, včetně recentu",ces_Latn,1.0000,338.34,Clear,
CTX199600359,116,49,138,N/A,0,0,Non-text,
CTX199600359,117,3,49,N/A,0,0,Non-text,
CTX199600359,117,4,139,N/A,0,0,Non-text,
CTX199600359,116,47,"kachle:recentni s hnědou glazurou, 2 zl. miskovitých",ces_Latn,0.9893,504.85,Clear,
CTX199600359,116,48,kachlů,ces_Latn,1.0000,929.74,Clear,
CTX199600359,116,50,"berounské zboží (malý zl.), glazovaná žlutohnědá",ces_Latn,0.9976,406.24,Clear,
CTX199600359,116,51,"šedá tvrdě vypálená, část poklice",ces_Latn,1.0000,255.82,Clear,
CTX199600359,116,52,prejzy : 3 kusy ( skartov.),slk_Latn,0.8840,2089.42,Clear,
CTX199600359,117,1,Číslo,slk_Latn,0.7885,22248.62,Clear,
CTX199600359,117,2,sáčku,ces_Latn,0.6294,6925.68,Clear,
CTX199600359,117,5,"ČMK - zl. se dvěma radami vlnic, lx hnědě glaz. zl.",ces_Latn,1.0000,222.29,Clear,
CTX199600359,117,6,"trojnožky, 1 zl. džbánku s presekávanou lištou( šedá",ces_Latn,0.8475,345.55,Clear,
CTX199600359,117,7,"zvonivá) hrnec s drobným okrajem, hrnec s drobným",ces_Latn,0.9448,221.03,Clear,
CTX199600359,117,8,okrajem,slv_Latn,0.6507,554.29,Clear,
CTX199600359,117,9,prejzy - 2 kusy (skartováno) .,ces_Latn,0.8533,869.66,Clear,
CTX199600359,117,11,140,N/A,0,0,Non-text,
CTX199600359,117,15,141,N/A,0,0,Non-text,
CTX199600359,117,17,142,N/A,0,0,Non-text,
CTX199600359,117,23,143,N/A,0,0,Non-text,
CTX199600359,117,24,0,N/A,0,0,Non-text,
CTX199600359,117,25,144,N/A,0,0,Non-text,
CTX199600359,117,10,HaD- 1 okrajový zl. s pásem vrypů na podhrdlí,ces_Latn,0.9992,357.43,Clear,
CTX199600359,117,12,"berounské zboží ( 1 zl.) , zl. glazované žlutě",ces_Latn,0.9996,332.45,Clear,
CTX199600359,117,13,ČMK - malé zl.,slk_Latn,0.8115,3270.14,Clear,
CTX199600359,117,14,pravěk: drsnění po povrchu- větší hrubší tvary,ces_Latn,1.0000,292.25,Clear,
CTX199600359,117,16,1 zvonivě vypálený zl. se šedým povlakem,ces_Latn,1.0000,354.47,Clear,
CTX199600359,117,18,"berounské zboží, žlutozeleně a hnědě glazovaná zl.",ces_Latn,1.0000,208.94,Clear,
CTX199600359,117,19,hrnců a 1 trojnožky,ces_Latn,1.0000,604.54,Clear,
CTX199600359,117,20,kachle : zl. stěn,ces_Latn,1.0000,481.04,Clear,
CTX199600359,117,21,prejzy : 2 zl. ( skartováno),ces_Latn,0.5945,1076.07,Clear,
CTX199600359,117,22,pravěk: atyp.,ces_Latn,0.9999,685.65,Clear,
CTX199600359,117,26,"berounské zboží: 1 zl., hnědě a žlutě glazované zl.",ces_Latn,1.0000,171.69,Clear,
CTX199600359,117,27,pravěk (intruse):neolit - volutová ker.,ces_Latn,0.9909,1241.11,Clear,
CTX199600359,117,30,145,N/A,0,0,Non-text,
CTX199600359,117,35,146,N/A,0,0,Non-text,
CTX199600359,117,37,147,N/A,0,0,Non-text,
CTX199600359,117,41,148,N/A,0,0,Non-text,
CTX199600359,117,28,HaD3 - 3 zl. jedné vázičky s rytou,ces_Latn,0.5996,753.68,Clear,
CTX199600359,117,29,"výzdobou na podhrdlí "" sluníčka""",ces_Latn,0.8098,397.42,Clear,
CTX199600359,117,31,renesanční žlutě a hnědě glaz. zl.,ces_Latn,1.0000,163.15,Clear,
CTX199600359,117,32,kachel: 1 zl.,pol_Latn,0.8434,1298.51,Clear,
CTX199600359,117,33,pravěk (intruse): neolit - Izl. volutová + atyp.,ces_Latn,0.9846,854.67,Clear,
CTX199600359,117,34,DH - Izl.,lvs_Latn,0.6350,2633.87,Clear,
CTX199600359,117,36,"pravěk: HaD - Izl. analog, č. 144",ces_Latn,0.9683,966.77,Clear,
CTX199600359,117,38,žlutohnědá glazovaná ker. ve zl.,ces_Latn,1.0000,892.91,Clear,
CTX199600359,117,39,pravěk:eneolit? - 4 zl. z toho Ix masivní zesílený,ces_Latn,1.0000,882.84,Clear,
CTX199600359,117,40,okraj zásobnice,ces_Latn,0.9702,2043.07,Clear,
CTX199600359,117,42,"ČMK-typ: hrnec s uchem, Izl. miskovité poklice,! zl.",slk_Latn,0.5857,984.97,Clear,
CTX199600359,117,43,s výzdobou radélkem,ces_Latn,0.9997,655.75,Clear,
CTX199600359,117,46,149,N/A,0,0,Non-text,
CTX199600359,117,48,150,N/A,0,0,Non-text,
CTX199600359,117,52,151,N/A,0,0,Non-text,
CTX199600359,118,1,50,N/A,0,0,Non-text,
CTX199600359,118,4,152,N/A,0,0,Non-text,
CTX199600359,117,44,přejzy: 4 zl. ( skart),ces_Latn,1.0000,467.31,Clear,
CTX199600359,117,45,pravěk (intruse): 1 zl. s plastickou lištou nad výd.,ces_Latn,0.9862,294.52,Clear,
CTX199600359,117,47,ČMK - 1 zl. + atyp. zl.,slk_Latn,0.9406,320.04,Clear,
CTX199600359,117,49,"berounské zboží -1 zl., žlutě , zeleně a hnědě glaz.",ces_Latn,1.0000,206.86,Clear,
CTX199600359,117,50,keramika,uzn_Latn,0.2214,3276.07,Clear,
CTX199600359,117,51,kachle: 2 zl. s veget. ornamentem,pol_Latn,0.4107,2078.58,Clear,
CTX199600359,117,53,glazovaná žlutohnědá ker. - 1 zl.,ces_Latn,0.9993,594.59,Clear,
CTX199600359,117,54,pravěk ( intruse): zl. 2 zásobnic výrazně prepálené,ces_Latn,0.9993,363.81,Clear,
CTX199600359,118,2,ČÍSlO,deu_Latn,0.6122,16991.90,Clear,
CTX199600359,118,3,sáčku,ces_Latn,0.6294,6925.68,Clear,
CTX199600359,118,5,"světlehnědá glazovaná 2 zl., ix okraj džbánu bez",ces_Latn,0.9999,406.42,Clear,
CTX199600359,118,6,"glazury , dno mísy z nápadně červeného mat.",ces_Latn,1.0000,870.13,Clear,
CTX199600359,118,8,153,N/A,0,0,Non-text,
CTX199600359,118,12,154,N/A,0,0,Non-text,
CTX199600359,118,15,155,N/A,0,0,Non-text,
CTX199600359,118,18,156,N/A,0,0,Non-text,
CTX199600359,118,22,157,N/A,0,0,Non-text,
CTX199600359,118,7,pravěk (intruse): HaD bylanská k. - 1 zl.,ces_Latn,0.9999,557.24,Clear,
CTX199600359,118,9,"berounské zboží 1 zl., žlutohnědě a hnědě glaz. zl.",ces_Latn,1.0000,156.88,Clear,
CTX199600359,118,10,DH - 1 zl.,slk_Latn,0.6575,543.84,Clear,
CTX199600359,118,11,pravěk: 4 x atyp.,ces_Latn,0.9993,724.99,Clear,
CTX199600359,118,13,žlutě a hnědě glaz. ker.,ces_Latn,1.0000,186.40,Clear,
CTX199600359,118,14,kachel: Ix miskovitý typ,ces_Latn,0.8302,2963.19,Clear,
CTX199600359,118,16,žlutě a hnědě glaz. ker.,ces_Latn,1.0000,186.40,Clear,
CTX199600359,118,17,pravěk: 2x atyp.,ces_Latn,0.9995,664.46,Clear,
CTX199600359,118,19,"VS - okraj mísy silně prepálený, + atyp. zl.",ces_Latn,0.9991,626.56,Clear,
CTX199600359,118,20,pravěk ( intruse): 6 zl. atyp. z toho ix věchtovaný,ces_Latn,0.9995,475.37,Clear,
CTX199600359,118,21,povrch,slk_Latn,0.9690,1851.17,Clear,
CTX199600359,118,23,"pravěk: atyp. zl.knovízská kult. - 25 zl.celkem, z",ces_Latn,0.9639,262.75,Clear,
CTX199600359,118,27,158,N/A,0,0,Non-text,
CTX199600359,118,33,159,N/A,0,0,Non-text,
CTX199600359,118,24,"toho: izl. výdutě se širokou šikmou kanelurou, ix",ces_Latn,0.9999,262.22,Clear,
CTX199600359,118,25,"prstování, 1 zl. vykloněného okraje s válcovitým",ces_Latn,1.0000,331.99,Clear,
CTX199600359,118,26,"hrdlem, ix svislá hustá kanelura",ces_Latn,0.5454,3617.66,Clear,
CTX199600359,118,28,"ČMK - zl., šedá tuhovaná s radélkem, 2 zl. poklic,",slk_Latn,0.7555,457.12,Clear,
CTX199600359,118,29,atyp. zl. výdutí a dna,ces_Latn,0.7840,499.15,Clear,
CTX199600359,118,30,"dlaždice: 18,5 x 18,5cm",slk_Latn,0.2967,185.49,Clear,
CTX199600359,118,31,"pravěk (intruse): Ix vklopený okraj hrnce, Ix zl. se",ces_Latn,0.9920,472.90,Clear,
CTX199600359,118,32,svislým prstováním,ces_Latn,1.0000,664.95,Clear,
CTX199600359,118,34,"světležlutá zvonivě vypálená ( 2x), Ix šedá zvonivě",ces_Latn,1.0000,153.27,Clear,
CTX199600359,118,35,"vyp.,3x čedá atyp.",ces_Latn,0.6885,965.43,Clear,
CTX199600359,118,36,"pravěk (intruse): neolit- ix vypich, k. s výzdobou",ces_Latn,0.9278,478.45,Clear,
CTX199600359,118,37,"HaC-HaD: lx zl. válcovitého hrdla,",slk_Latn,0.7699,788.95,Clear,
CTX199600359,118,39,160,N/A,0,0,Non-text,
CTX199600359,118,41,161,N/A,0,0,Non-text,
CTX199600359,118,46,162,N/A,0,0,Non-text,
CTX199600359,118,51,163,N/A,0,0,Non-text,
CTX199600359,118,38,". Ix rovný okraj, lx atyp.",slk_Latn,0.9833,537.28,Clear,
CTX199600359,118,40,VS - lzl. atyp.,kor_Hang,0.9300,711.82,Clear,
CTX199600359,118,42,"berounské zboží ( 2x), 1 zl. šedé zvonivě vypálené,",ces_Latn,0.9994,312.21,Clear,
CTX199600359,118,43,zelené a hnědé glazování,ces_Latn,1.0000,464.14,Clear,
CTX199600359,118,44,DH - 1 zl.,slk_Latn,0.6575,543.84,Clear,
CTX199600359,118,45,pravěk - lzl. atyp.,ces_Latn,0.9998,614.56,Clear,
CTX199600359,118,47,"ČMK (džbán), lx zl. poklice, 1 drobný okraj, atyp.",slk_Latn,0.7893,383.85,Clear,
CTX199600359,118,48,"šedá a béžová k., glazování 2x",ces_Latn,1.0000,332.63,Clear,
CTX199600359,118,49,"DH : 1 zl. s vodorovným rýhováním, 3zl. masivní",ces_Latn,0.9993,333.53,Clear,
CTX199600359,118,50,pravěk: 9 zl. atyp.,ces_Latn,0.9991,361.41,Clear,
CTX199600359,118,52,"VS - světlešedá zvonivě vypálená, 3 zl. atyp.",ces_Latn,1.0000,445.34,Clear,
CTX199600359,118,53,"pravěk: 4 zl. z toho lx prstování na hrdle, lx mělká",ces_Latn,1.0000,269.03,Clear,
CTX199600359,119,3,51,N/A,0,0,Non-text,
CTX199600359,119,4,164,N/A,0,0,Non-text,
CTX199600359,119,7,13.- 14. stol.,N/A,0,0,Non-text,
CTX199600359,119,8,165,N/A,0,0,Non-text,
CTX199600359,119,12,166,N/A,0,0,Non-text,
CTX199600359,118,54,kanelura,eus_Latn,0.7684,8527.42,Clear,
CTX199600359,119,1,Číslo,slk_Latn,0.7885,22248.62,Clear,
CTX199600359,119,2,sáčku,ces_Latn,0.6294,6925.68,Clear,
CTX199600359,119,5,"ČMK : 8 zl. (z toho lx ucho džbánu), zl. béžové ker.",slk_Latn,0.5425,399.12,Clear,
CTX199600359,119,6,"typu ČMK, 3 zl. načervenalý mat., 25 tmavěšedých",ces_Latn,0.7595,589.52,Clear,
CTX199600359,119,9,"ČMK: 2 zl. 2x poklička, lx okraj šedý,15 zl. atyp.",slk_Latn,0.6817,243.62,Clear,
CTX199600359,119,10,"DH (mladší), 4 zl.",slk_Latn,0.9697,1271.72,Clear,
CTX199600359,119,11,pravěk:celkem 6 zl. z toho Izl. tence rýhovaný,ces_Latn,0.9999,676.42,Clear,
CTX199600359,119,13,"ČMK: 1 zl.,1 zl. téhož typu, 1 zl. šedého hrnce s",ces_Latn,0.9388,224.92,Clear,
CTX199600359,119,14,"vytaženým okrajem, 1 celá poklice, dno silné",ces_Latn,0.9266,281.86,Clear,
CTX199600359,119,15,"záspbnice ze světlebéžové hlíny, část nádoby šedé,",ces_Latn,1.0000,313.92,Clear,
CTX199600359,119,16,zvonivé vypálené s výzdobou rad rytých obloučků pod,ces_Latn,0.9958,448.24,Clear,
CTX199600359,119,20,167,N/A,0,0,Non-text,
CTX199600359,119,24,168,N/A,0,0,Non-text,
CTX199600359,119,17,"výdutí, lx hnědá glazura na vnitrní straně",ces_Latn,1.0000,354.77,Clear,
CTX199600359,119,18,prejzy: 3 kusy (skart),slk_Latn,0.5045,1068.96,Clear,
CTX199600359,119,19,pravěk:! zl. s kanelurou na dně do střídavých polí,ces_Latn,1.0000,327.81,Clear,
CTX199600359,119,21,"berounské zboží( větší kusy), masivní okraj světle-",ces_Latn,1.0000,308.05,Clear,
CTX199600359,119,22,"béžový vykloněný s rytou výzdobou, zl. glazované",ces_Latn,0.9923,175.39,Clear,
CTX199600359,119,23,"hnědě a žlutozeleně, šedý zvonivé vypálený kus",ces_Latn,1.0000,140.36,Clear,
CTX199600359,119,25,VS : část nádoby s vývalkovou šroubovicí a s červe,ces_Latn,1.0000,326.88,Clear,
CTX199600359,119,26,"červelinkou pod okrajem, který má náběh na okruží",ces_Latn,1.0000,251.21,Clear,
CTX199600359,119,27,"ČMK : zl. s drobným okrajem, šedá, zvonivě vypálená,",ces_Latn,0.9987,349.07,Clear,
CTX199600359,119,28,"2x glazování, lx radélko pod okrajem",ces_Latn,0.9958,721.71,Clear,
CTX199600359,119,29,"DH: 1 zl. s vlnicí, lx atyp.",slk_Latn,0.6151,853.54,Clear,
CTX199600359,119,30,pravěk: 2x atyp.,ces_Latn,0.9995,664.46,Clear,
CTX199600359,119,31,169,N/A,0,0,Non-text,
CTX199600359,119,35,170,N/A,0,0,Non-text,
CTX199600359,119,39,171,N/A,0,0,Non-text,
CTX199600359,119,42,172,N/A,0,0,Non-text,
CTX199600359,119,45,173,N/A,0,0,Non-text,
CTX199600359,119,47,174,N/A,0,0,Non-text,
CTX199600359,119,32,"berounské zbož í(lx),šedá zvonivě vypálená,lx drobný",ces_Latn,0.9995,416.20,Clear,
CTX199600359,119,33,"okraj typu ČMK, atyp. zl.",slk_Latn,0.7421,770.94,Clear,
CTX199600359,119,34,prej z ( skart),slv_Latn,0.9969,3162.49,Clear,
CTX199600359,119,36,"ČMK: zl. nejméně 7 nádob, z toho lx konvice, zl. typu",ces_Latn,0.9993,424.18,Clear,
CTX199600359,119,37,"ČMK, šedé zl. 2 poklic, lx okraj s náběhem na okruží",ces_Latn,0.9969,341.67,Clear,
CTX199600359,119,38,"Výjimečný tvar : část křídově bílé nádobky o $ 3,5cm",ces_Latn,1.0000,239.30,Clear,
CTX199600359,119,40,"ČMK:lzl., 1 část džbánu z cihlově zbarveného mat.,",ces_Latn,1.0000,996.97,Clear,
CTX199600359,119,41,atyp. zl. stěn a den různých nádob,ces_Latn,1.0000,291.60,Clear,
CTX199600359,119,43,"ČMK: 1 zl., berounské zboží (větší kusy ze dvou",ces_Latn,1.0000,449.10,Clear,
CTX199600359,119,44,talířů),isl_Latn,0.6738,404.10,Clear,
CTX199600359,119,46,"berounské zboží -Izl., zl. žlutě a zelené glazované",ces_Latn,0.9993,504.66,Clear,
CTX199600359,119,48,"1 zl. zvonivé vypál., izl. žlutě glaz.",ces_Latn,0.9997,386.68,Clear,
CTX199600359,119,49,175,N/A,0,0,Non-text,
CTX199600359,119,52,176,N/A,0,0,Non-text,
CTX199600359,12,1,8,N/A,0,0,Non-text,
CTX199600359,119,50,"ČMK : 2 zl., 4. zl. stěn šedých tvarú",slk_Latn,0.7573,312.25,Clear,
CTX199600359,119,51,DH ( mladíš) : 1 zl.,slk_Latn,0.8043,538.16,Clear,
CTX199600359,119,53,VS - 2 zl.šedé zvonivě vypál.,ces_Latn,1.0000,569.64,Clear,
CTX199600359,12,2,ce ve své síle (od 80cm do 130cm). Začíná v hloubce cca,ces_Latn,1.0000,1679.20,Clear,
CTX199600359,12,3,"186,80 m.n.m. a končí přibližně v 185,30 m n.m.. Při začis-",ces_Latn,1.0000,101.58,Clear,
CTX199600359,12,4,"tování stěny průkopu pro kanalizaci byla z této, celkem ba",ces_Latn,1.0000,638.75,Clear,
CTX199600359,12,5,"bajednolité vrstvy, získána kolekce keramiky. Jde vesměs",ces_Latn,0.9997,689.22,Clear,
CTX199600359,12,6,o menší omleté zlomky výlučně pravěkého stáří* Jsou buď,ces_Latn,1.0000,360.60,Clear,
CTX199600359,12,7,"atypické nebo umožňují datování do neolitu, eneolitu, do",ces_Latn,1.0000,1140.09,Clear,
CTX199600359,12,8,"různých úseků doby bronzové ( únětická k., knovízská",ces_Latn,1.0000,237.53,Clear,
CTX199600359,12,9,včetně štítarského stupně) a do doby halštatské.,ces_Latn,0.9999,212.28,Clear,
CTX199600359,12,10,"V zásadě platí, že sídelní objekty, pokud byly v této",ces_Latn,1.0000,447.75,Clear,
CTX199600359,12,11,"černé humozní hlíně rozpoznatelné, začínají stratigraficky",ces_Latn,1.0000,616.74,Clear,
CTX199600359,12,12,"poměrně vysoko, v úrovni cca 187,40 - 187,20m.n.m. Většina",ces_Latn,1.0000,228.97,Clear,
CTX199600359,12,13,"středověkých, renesančních i pozdějších sídelních objektů",ces_Latn,1.0000,98.27,Clear,
CTX199600359,12,14,"( zahloubených chat, sklípků, jímek i sklepů) byla do popsa",ces_Latn,1.0000,508.40,Clear,
CTX199600359,12,15,popsavrstvy s pravěkými objekty zahloubena*,ces_Latn,0.9998,1149.33,Clear,
CTX199600359,12,16,Metodický postup výzkumu byl především podmíněn limi,ces_Latn,1.0000,444.08,Clear,
CTX199600359,12,17,"limičasovými možnostmi, ze kterých jsme museli vychá",ces_Latn,1.0000,297.26,Clear,
CTX199600359,12,18,"vycháByl stanoven úsporný program, který by poskytl maximum",ces_Latn,0.9996,1202.73,Clear,
CTX199600359,12,19,informací. Nejprve byla zkoumána středová partie parcely,ces_Latn,1.0000,751.22,Clear,
CTX199600359,12,20,"(sektory A3 a A4), neboť byla nejdříve stavbaři uvolněna*",ces_Latn,1.0000,405.64,Clear,
CTX199600359,12,21,Hned na počátku odkryvu bylo možno využít pro poznání stra,ces_Latn,1.0000,498.72,Clear,
CTX199600359,12,22,"straie naleziště tří geologických sond, situovaných ze",ces_Latn,1.0000,319.09,Clear,
CTX199600359,120,3,52,N/A,0,0,Non-text,
CTX199600359,120,4,177,N/A,0,0,Non-text,
CTX199600359,12,23,statických důvodů do bezprostředního sousedství obou stojí,ces_Latn,1.0000,385.97,Clear,
CTX199600359,12,24,stojíbudov*,slk_Latn,0.7018,2261.61,Clear,
CTX199600359,12,25,"Celá plocha severní části parcely, která leží mimo",ces_Latn,1.0000,364.41,Clear,
CTX199600359,12,26,"velké pivovarské sklepy, byla rozdělena na čtverce 5x5m. Jde",ces_Latn,1.0000,398.89,Clear,
CTX199600359,12,27,"o plochu zhruba 30m x 16m, tedy o cca 480m 2 * K nim je nutno",ces_Latn,0.9563,1396.96,Clear,
CTX199600359,12,28,"připočítat další malé části v jižní polovině parcely, kde se",ces_Latn,1.0000,144.49,Clear,
CTX199600359,12,29,objevila torza sídelních objektů středověkého i pravěkého,ces_Latn,1.0000,163.69,Clear,
CTX199600359,12,30,stáří (Plán 2). V zásadě bylo usilováno o co nejúplnější,ces_Latn,1.0000,419.21,Clear,
CTX199600359,120,1,Číslo,slk_Latn,0.7885,22248.62,Clear,
CTX199600359,120,2,sáčku,ces_Latn,0.6294,6925.68,Clear,
CTX199600359,120,5,žlutohnědě glazované zl.,ces_Latn,1.0000,434.44,Clear,
CTX199600359,120,6,prejz ( skart),slv_Latn,0.9693,1402.14,Clear,
CTX199600359,120,7,178,N/A,0,0,Non-text,
CTX199600359,120,9,179,N/A,0,0,Non-text,
CTX199600359,120,11,180,N/A,0,0,Non-text,
CTX199600359,120,14,181,N/A,0,0,Non-text,
CTX199600359,120,16,182,N/A,0,0,Non-text,
CTX199600359,120,18,183,N/A,0,0,Non-text,
CTX199600359,120,21,184,N/A,0,0,Non-text,
CTX199600359,120,8,"berounské zboží ( 1 zl.), 1 zl. ode dna šedé nádoby",ces_Latn,0.6793,290.69,Clear,
CTX199600359,120,10,VS : 4 zl. stěn šedé ker.,ces_Latn,1.0000,619.47,Clear,
CTX199600359,120,12,"ČMK: 2 zl., více zl. šedé, zvonivě vypálené",ces_Latn,1.0000,357.95,Clear,
CTX199600359,120,13,pravěk: 1 atyp. zl.,ces_Latn,0.9990,551.52,Clear,
CTX199600359,120,15,"berounské zboží ( 1 větší kus), 1 zl. zvonivě vypál.",ces_Latn,1.0000,257.36,Clear,
CTX199600359,120,17,"VS: 1 zl. masivního okraje, zl. stěn šedé k.",ces_Latn,1.0000,261.97,Clear,
CTX199600359,120,19,"VS: 2 zl. šedé, zvonivě vypálené ( na 1 zl. výzdoba",ces_Latn,0.9948,271.51,Clear,
CTX199600359,120,20,"""šupinek"" v řadách)",ces_Latn,0.9998,779.20,Clear,
CTX199600359,120,22,"ČMK : 3 zl.+ typ této kategorie ( více zl.), šedá s",ces_Latn,0.9999,674.57,Clear,
CTX199600359,120,23,"drobnými okraji, 1 část baňaté nádoby, více zl.",ces_Latn,0.9999,302.40,Clear,
CTX199600359,120,24,jedné velké zásobnice s černým malováním v kombinaci,ces_Latn,1.0000,586.42,Clear,
CTX199600359,120,25,"s řadou šikmých rýh- písčitý, cihelně červený mat.",ces_Latn,0.9998,167.44,Clear,
CTX199600359,120,27,185,N/A,0,0,Non-text,
CTX199600359,120,29,186,N/A,0,0,Non-text,
CTX199600359,120,33,187,N/A,0,0,Non-text,
CTX199600359,120,38,188,N/A,0,0,Non-text,
CTX199600359,120,41,189,N/A,0,0,Non-text,
CTX199600359,120,26,1 zl. s rytou šroubovicí na výduti,ces_Latn,0.9940,1070.42,Clear,
CTX199600359,120,28,1 zl. se žlutou glazurou na vnitrní str.,ces_Latn,0.9999,1430.70,Clear,
CTX199600359,120,30,"ČMK: 2 zl., 1 zl miskovité poklice, Izl. tmavěšedý,",ces_Latn,0.5586,371.60,Clear,
CTX199600359,120,31,zvláštní nález; na dně jedné nádoby nalepená ztvrdlá,ces_Latn,0.9999,268.22,Clear,
CTX199600359,120,32,vápenná hmota,slk_Latn,0.6669,1508.84,Clear,
CTX199600359,120,34,"VS : 5 zl. typu ČMK, tmavěšedá k.- 2x drobné okraje,",ces_Latn,0.9571,833.23,Clear,
CTX199600359,120,35,"Ix zl. poklice, části výduti",ces_Latn,0.9993,304.43,Clear,
CTX199600359,120,36,pravěk: 1 zl. mísy- na vnitrní straně zbytek tuhova,ces_Latn,1.0000,650.08,Clear,
CTX199600359,120,37,tuhovapásu,slk_Latn,0.8066,3811.31,Clear,
CTX199600359,120,39,"ČMK : 1 větší část okraje hrnce, 1 miskovitá ,tmavě",ces_Latn,1.0000,477.63,Clear,
CTX199600359,120,40,"šedá poklice , 2 drobné okraje, zl. výduti",ces_Latn,0.9541,500.47,Clear,
CTX199600359,120,42,pravěk: doba bronzová - 5 zl. hrubých tvarů,ces_Latn,1.0000,417.25,Clear,
CTX199600359,120,45,190,N/A,0,0,Non-text,
CTX199600359,120,50,191,N/A,0,0,Non-text,
CTX199600359,120,53,192,N/A,0,0,Non-text,
CTX199600359,120,54,0,N/A,0,0,Non-text,
CTX199600359,121,3,53,N/A,0,0,Non-text,
CTX199600359,121,4,193,N/A,0,0,Non-text,
CTX199600359,120,43,HaD - Izl. seříznutého a zesíleného okraje,ces_Latn,0.9998,669.68,Clear,
CTX199600359,120,44,mísy,ces_Latn,1.0000,64590.88,Clear,
CTX199600359,120,46,VS : 1 zl. šedého hrnce s drobným okrajem,ces_Latn,0.9924,1103.61,Clear,
CTX199600359,120,47,pravěk: neolit-lzl. volutové k.,ces_Latn,0.9994,1057.35,Clear,
CTX199600359,120,48,"doba bronzová: Izl. okraje koflíčku, 4x",ces_Latn,0.8420,619.48,Clear,
CTX199600359,120,49,atyp.z1.,pol_Latn,0.3283,307.54,Clear,
CTX199600359,120,51,1 malý hnědě glazovaný hrníček s výzdobou radélkem,ces_Latn,1.0000,215.29,Clear,
CTX199600359,120,52,+ atyp. zl.,slk_Latn,0.5853,844.91,Clear,
CTX199600359,121,1,Číslo,slk_Latn,0.7885,22248.62,Clear,
CTX199600359,121,2,sáčku,ces_Latn,0.6294,6925.68,Clear,
CTX199600359,121,5,"ČMK: 2 zl., šedá s drobnými okraji, větší část zá",ces_Latn,1.0000,291.27,Clear,
CTX199600359,121,6,zás rytou šroubovicí ( celý profil je možno,ces_Latn,0.9652,991.71,Clear,
CTX199600359,121,8,193A,N/A,0,0,Non-text,
CTX199600359,121,13,194,N/A,0,0,Non-text,
CTX199600359,121,15,195,N/A,0,0,Non-text,
CTX199600359,121,18,196,N/A,0,0,Non-text,
CTX199600359,121,7,"slepit), části 2 pokliček, 1 zl. s bílou malbou",ces_Latn,0.9999,348.70,Clear,
CTX199600359,121,9,"keramická plastika uvnitř dutá, zachovaná v poškoze",ces_Latn,0.9692,646.71,Clear,
CTX199600359,121,10,poškozestavu- predstavuje sedící ženu v ŕasnatém šatu,ces_Latn,0.9829,426.53,Clear,
CTX199600359,121,11,s levou rukou přitisknutou k ozdobe ve formě límce,ces_Latn,1.0000,1173.22,Clear,
CTX199600359,121,12,"pod krkem, hlava chybí, záchov, v. 7cm.0br. 18",ces_Latn,0.9288,295.89,Clear,
CTX199600359,121,14,"ČMK: část hrnce s uchem, atyp. zl.",ces_Latn,1.0000,1313.60,Clear,
CTX199600359,121,16,"ČMK: 2 zl., lx bíle malov. zl., atyp. zl.",slk_Latn,0.7878,351.12,Clear,
CTX199600359,121,17,pravěk:! zl. misky s vklopeným okrajem,ces_Latn,0.9994,626.40,Clear,
CTX199600359,121,19,VS : typ ČMK 2 okrajové zl.+ atyp. zl.,slk_Latn,0.7023,779.45,Clear,
CTX199600359,121,20,DH : 3 Zl.,deu_Latn,0.4579,979.96,Clear,
CTX199600359,121,21,pravěk: neolit- volutová (3x bez výzdoby),ces_Latn,0.9884,546.75,Clear,
CTX199600359,121,22,"eneolit: 1 zl. s tunelovitým ouškem, rovně",ces_Latn,0.9992,330.53,Clear,
CTX199600359,121,26,197,N/A,0,0,Non-text,
CTX199600359,121,30,198,N/A,0,0,Non-text,
CTX199600359,121,32,199,N/A,0,0,Non-text,
CTX199600359,121,36,200,N/A,0,0,Non-text,
CTX199600359,121,23,seříznutý okraj misky,ces_Latn,0.9961,686.59,Clear,
CTX199600359,121,24,"doba bronzová - 12 zl. zásobnic, z toho lx",ces_Latn,0.8497,750.57,Clear,
CTX199600359,121,25,prstování na podhrdlí,ces_Latn,1.0000,666.90,Clear,
CTX199600359,121,27,"VS: 1 zl. typu ČMK, 1 zl. drob, okraje šedé nádobya",ces_Latn,0.7461,288.58,Clear,
CTX199600359,121,28,další atyp.,ces_Latn,1.0000,3608.91,Clear,
CTX199600359,121,29,pravěk: 1 zl. atyp.,ces_Latn,0.9990,324.62,Clear,
CTX199600359,121,31,"VS: ČMK - 1 zl., glazování - 1 zl. a 3 atyp.",ces_Latn,0.9980,369.42,Clear,
CTX199600359,121,33,DH : část nádoby s hustou vlnicí,ces_Latn,1.0000,872.54,Clear,
CTX199600359,121,34,ČMK : části okraje a výdutě konvice,ces_Latn,1.0000,320.01,Clear,
CTX199600359,121,35,pravék:doba bronzová - 7 atyp. zl.,ces_Latn,0.6598,790.11,Clear,
CTX199600359,121,37,"VS : 1 zl. bíle malovaný, 1 zl. atyp.",ces_Latn,0.7249,238.15,Clear,
CTX199600359,121,38,DH: 1 atyp. zl.,slk_Latn,0.7760,1052.57,Clear,
