keyword,score
provodín-dlouhá vzhledem,3.33
provedena rešerše,3.33
citace pramenů,3.33
podstatě rozděleno,3.33
želenice splynily,3.33
splynutí želenic,3.33
nalezeny podkovy,3.33
průměru měří,3.33
hradem tolštejnem,3.33
kruhová bašta,3.33
hradní bránou,3.33
dřevěných schodech,3.33
kamnitzer stb,3.33
okres eplice,3.32
opevnění tvrze,3.32
místě býv,3.32
stavbě zničeny,3.32
možno vyslovit,3.31
nezalesněný ostroh,3.31
tvořící ostroh,3.31
vsi želenicích,3.31
východní straně,3.31
straně východní,3.31
stopy zdivá,3.30
nichž vynikají,3.30
lokalitu uvádí,3.30
stanice osek,3.30
uvádí mylně,3.30
nichž prodáno,3.30
budova tvrze,3.30
městyse místo,3.30
místo identifikovat,3.30
místo okrouhlé,3.30
místo slove,3.30
spatřuje místo,3.30
místo určití,3.30
jezeří č,3.29
ukres teplice,3.29
oxres teplice,3.29
špýchar stát,3.29
části val,3.29
* profous,3.29
města třebenic,3.29
velké žernoseky,3.29
nádvoří velkostatku,3.29
hrad- nádvoří,3.29
města bělé,3.29
okres teplice,3.29
skále vytesaných,3.28
pískovcové skále,3.28
obce kámen,3.28
město sv,3.27
město podie,3.27
okresní město,3.27
vrchol skály,3.27
české lípy,3.27
lípy homole,3.27
ler viii,3.27
vrchol kopce,3.27
jest brána,3.26
tvrz škrly,3.26
původní tvrz,3.26
tvrz dubkowicze,3.26
tvrz <,3.26
tvrz prachová,3.26
tvrz gisstrpy,3.26
bývalá tvrz,3.26
tvrz neuvádí,3.26
litpměřic tvrz,3.26
dolejší tvrz,3.26
hořejší tvrz,3.26
tvrz medvídkov,3.26
věžovitá tvrz,3.26
jmenovala tvrz,3.26
tvrz milčany,3.26
tvrz zbiny,3.26
tvrz alberk,3.26
tvrz isti,3.26
tvrz iš,3.26
tvrz bukow,3.26
tvrz jiljov,3.26
lípa- tvrz,3.26
tvrz struzniczy,3.26
tvrz stolynky,3.26
nová tvrz,3.26
bývalou tvrz,3.26
stavbou kostela,3.26
hrad skalka,3.25
hrad kostomlaty,3.25
23/2 neg-č,3.25
holanského rybníka,3.25
téže louce,3.25
260/2 neg-č,3.25
myslivnou zbinskou,3.25
kostelem jihových,3.25
postaven r,3.25
obytné budovy,3.25
úrovni plato,3.25
c jílové,3.25
zachovány tři,3.25
c lus,3.25
koncem xiii,3.24
rozhraní xiii,3.24
e xiii,3.24
polovině xiii,3.24
počátkem xiii,3.24
severní straně,3.24
osada hradiště,3.24
hradiště jazykovíté-,3.24
existenci hradiště,3.24
kyjovské hradiště,3.24
žernoseky- hradiště,3.24
koruna hradiště,3.24
křemín- hradiště,3.24
pravěké hradiště,3.24
hradiště kyjovské,3.24
zanikla beze,3.24
/ postoloprty,3.23
/ kyjov,3.23
rt ii,3.23
parku byly,3.23
byly zničeny,3.23
hrady xiv,3.22
rozkládá parkán,3.22
konci ostrohu,3.22
dvě předhradí,3.22
bývalo předhradí,3.22
snad geol,3.21
plánků lokalit,3.21
obci čp,3.21
obci sedláčkem,3.21
zdejší obci,3.21
obci nebyl,3.21
obci kostelem,3.21
pahorku jižně,3.21
statku čp,3.21
přestavbě statku,3.21
vsi stávala,3.20
návesní rybník,3.20
lese zbinsko,3.20
/ osek,3.20
stá event,3.20
skalním městě,3.20
lc viii,3.20
dd 61/252,3.20
prý stojí,3.20
budova stojí,3.20
mohutný příkop,3.19
vodní příkop,3.19
zatppený příkop,3.19
býval příkop,3.19
jest dal,3.19
renesanční zámeček,3.19
širokým příkopem,3.19
česká lípa,3.19
lemováno příkopem,3.19
/ bílina,3.19
vsi blansko,3.18
budova stát,3.18
poblíže vel,3.18
konci býv,3.18
hrad střekov,3.17
hrad rathenstein,3.17
stanicí křešice,3.17
rozdělena válem,3.17
terénem 6m,3.17
ni vlastislav,3.17
zastávky deštnice,3.17
viz heber,3.17
okrouhlý pahrbek,3.17
okresů kadaň,3.17
barokní zámek,3.16
la/i neg,3.16
6a/i neg,3.16
80/2 neg,3.16
638/2 neg,3.16
538/* neg,3.16
52a/1 neg,3.16
74a/2 neg,3.16
558/2 neg,3.16
24/1 neg,3.16
728/1 neg,3.16
368/1 neg,3.16
i2 neg,3.16
698/2 neg,3.16
č57a/l neg,3.16
čb3a/l neg,3.16
13/ neg,3.16
708/1 neg,3.16
698/1 neg,3.16
lo5/2 neg,3.16
594/ neg,3.16
č> neg,3.16
538/2 neg,3.16
1a/i neg,3.16
22% neg,3.16
35a/2 neg,3.16
21/2 neg,3.16
j3a/2 neg,3.16
114/% neg,3.16
23a/ neg,3.16
3a/2 neg,3.16
200/2 neg,3.16
-1d/i neg,3.16
82/3 neg,3.16
-2| neg,3.16
ca1o/i neg,3.16
qa/i neg,3.16
aoa neg,3.16
o/ neg,3.16
58- neg,3.16
27a/ neg,3.16
m*/ neg,3.16
300/ neg,3.16
38a/1 neg,3.16
34a/2 neg,3.16
05- neg,3.16
č32a/2 neg,3.16
č35a/1 neg,3.16
40a/1 neg,3.16
74/9 neg,3.16
43a/2 neg,3.16
č337a/2 neg,3.16
č4la/l neg,3.16
444/1 neg,3.16
854/2 neg,3.16
severovýchodu neg,3.16
‘ neg,3.16
třebenicích neg,3.16
—tvrziště neg,3.16
83/3 neg,3.16
8d/z neg,3.16
83/2 neg,3.16
d3a/i neg,3.16
134/2 neg,3.16
% neg,3.16
405/4 neg,3.16
450/2 neg,3.16
94/2 neg,3.16
480/i neg,3.16
- neg,3.16
/ia/ neg,3.16
20/2 neg,3.16
7/ neg,3.16
60/2 neg,3.16
4a/i neg,3.16
/2 neg,3.16
50v/1 neg,3.16
trati litoměřice,3.16
tvrze stojí,3.16
vlastní tvrziště,3.16
středověké tvrziště,3.16
kruhové tvrziště,3.16
výška tvrziště,3.16
obklopovaly tvrziště,3.16
bylo-li tvrziště,3.16
vrcholu tvrziště,3.16
oválné tvrziště,3.16
1lo tvrziště,3.16
obepíná tvrziště,3.16
zničené tvrziště,3.16
tvrziště l,3.16
lípa- tvrziště,3.16
jablonného- tvrziště,3.16
býaalé tvrziště,3.16
dvě tvrziště,3.16
tvrziště leží,3.16
plocha tvrziště,3.16
dolní tvrz,3.16
část severní,3.16
/ albrechtice,3.15
zámku stojí,3.15
zmiňuje sedláček,3.15
českého sedláček,3.15
domnívý sedláček,3.15
ivedl sedláček,3.15
silnice jestřebí,3.14
skála souvisela,3.14
sbírek uměl,3.14
silnice svojkov,3.14
ves nezabiehlicze,3.14
ves 5kmsz,3.14
ves zahoržany,3.14
ves tudíž,3.14
ves mironicze,3.14
ves předooř,3.14
barokní kostel,3.13
sulewiczych tvrze,3.13
lokalisaci tvrze,3.13
přestavba tvrze,3.13
bezděz č,3.13
2% levousy,3.12
tvrzí mostkem,3.12
létech 1925-26,3.12
výzku archeol,3.12
č neg,3.12
neg č,3.12
starém zámku,3.12
vybudován zámek,3.11
kundrssdorffi lit,3.11
e lit,3.11
sedláčka uvedena,3.11
poloha yrgh,3.11
celkový pohled,3.11
koruna sev,3.11
zbytek záp,3.11
kraje karlovarského,3.11
vrabník poloha,3.11
’ poloha,3.11
byle založena,3.11
založena xxkk,3.11
bala založena,3.11
horní tvrz,3.11
druhém tvrzišti,3.11
svažuje směrem,3.10
založen pány,3.10
založen r,3.10
/ unčín,3.10
/ zabrušany,3.10
části hradiště,3.10
rozmezí xvi,3.09
rozhraní xvi,3.09
rokem 1355*,3.09
obce ostroh,3.09
hradu zanikly,3.08
bývala zámečkem,3.08
státním archivu,3.08
tvrze zanikly,3.08
hrad vystavěn,3.07
brána sousedí,3.07
zachovala brána,3.07
vystavěn hosp,3.07
zanikla úplně,3.07
sousedství býv,3.07
/ neg,3.06
vybu xvii,3.06
blízkosti žatce,3.06
stávala prý,3.06
85/6 obr,3.06
/1 obr,3.06
n stávala,3.06
585%6 obr,3.06
/2 obr,3.06
martin zmínky,3.06
93* zmínky,3.06
stc zmínky,3.06
■ zmínky,3.06
historické zmínky,3.06
okresů chomutov,3.05
+ popis,3.05
73a/2 popis,3.05
x popis,3.05
r popis,3.05
osady doksy,3.05
příkopy nezachovány,3.05
trati žatec,3.05
možno zjistiti,3.05
vrch ralsko,3.04
—- litoměřic,3.04
splavy hradiště,3.04
heber iii,3.03
skále vytesané,3.03
jest možné,3.03
literatura zmíkky,3.02
foa/z tab,3.02
21/1 tab,3.02
54a/2 tab,3.02
25000- tab,3.02
tooa tab,3.02
obklopené příkopem,3.02
stopy příkopu,3.02
konci xiii,3.02
vepřín stát,3.02
/ poloha,3.01
bývala tvrz,3.01
stol zrušena,3.01
hrad žeberk,3.00
hrad tolštejn,3.00
hrad sloup,3.00
lipové hrad,3.00
bohuslav hasištejnský,3.00
saaz str,3.00
zničeno hřbitovem,3.00
vystupuje kámen,3.00
něm got,3.00
hradištní keramika,3.00
' vedoucí,3.00
blankenstein blatno,3.00
stávala pravděpodobně,2.99
pravděpodobně stávala,2.99
č tab,2.98
silnice okořín,2.98
tvrze nachází,2.96
sklepů neg,2.96
zámku jezeří,2.95
stopy místa,2.95
jinak zámeček,2.94
založena kol,2.94
vysoká lípa,2.94
terén směrem,2.93
vybudován vel,2.93
zachován val,2.93
kromě literatury,2.93
údolí potoka,2.91
ler xiii,2.91
mlýna m,2.91
hrad stával,2.90
hrad opárno,2.90
hradiště h,2.90
h zanikla,2.90
divo býv,2.90
jde býv,2.90
zámek stojí,2.89
hrad blansko,2.88
zámek slouží,2.86
vsí lit,2.86
* poloha,2.86
skalisko jest,2.86
potokem chomutovkou,2.85
silnicí rtyně,2.85
stopy býv,2.85
hrad kamýk,2.84
tvrzi zanikly,2.83
vše zaniklo,2.83
zachován toliko,2.83
vrch jihozáp,2.83
kaplí neg,2.83
místech býv,2.83
kromě kostela,2.83
založena snad,2.82
toliko valy,2.81
* popis,2.80
tvrze neg,2.79
později přeměněn,2.79
píštany lok,2.79
trati popis,2.77
popis lokalit,2.77
loupežný zámek,2.76
hrad děvín,2.75
varta hrad,2.75
obec trnovany,2.75
valech neexistují,2.75
obec jihovýchodně,2.75
malhostice -tvrz,2.75
poloha tvrze,2.74
pustý zámek,2.74
statku stojí,2.74
plánek hradiště,2.74
příkopu neg,2.73
pojata býv,2.73
městem postoloprty,2.73
něhož vchod,2.73
říkalo tvrzi,2.72
• zmínky,2.72
n popis,2.72
zámeček stojí,2.72
litoměřice tvrz,2.71
strany statku,2.71
později přestavěn,2.70
hrad levín,2.70
nich zahrada,2.70
obcí klapý,2.70
rovněž místo,2.70
zachován příkop,2.69
• literatura,2.69
děčín tvrziště,2.69
hrad lipy,2.67
postoupil děd,2.67
hrad neg,2.67
25a/ neg,2.66
strany neg,2.66
plánek neg,2.66
3a/ neg,2.66
tvrziště kluček,2.66
úpatí tvrziště,2.66
tvrziště použito,2.66
tvrz stála,2.66
tvrz stávala,2.65
stávala tvrz,2.65
přízemí vchod,2.65
nádraží markvartice,2.64
tvrzišti stojí,2.63
založená poč,2.63
hrad poloha,2.61
obci býv,2.61
hřbitovem severozáp,2.61
tyrz poloha,2.61
stával jižně,2.61
hrad krupka,2.60
obci stávala,2.60
založen berky,2.60
kostela vpravo,2.60
pahrbku tvrz,2.59
zámek jižně,2.58
literatura profous,2.57
severní příkop,2.55
později přestavěna,2.55
chomutova tvrz,2.54
obci ostroh,2.52
hradiště lok,2.52
ostrohu severně,2.52
lípa ratný,2.52
tvrz tvrz,2.52
tvrziště nachází,2.49
uvádí zámeček,2.49
ves žitenice,2.47
tvrz třebušín,2.46
sedláček uvádí,2.45
jirkova tvrz,2.43
kaple neg,2.41
statku vpravo,2.41
ostroh východně,2.40
chomutova poloha,2.40
postoloprt tvrz,2.38
úštěku tvrz,2.37
tvrz poloha,2.37
tvrz založena,2.37
ves jižně,2.35
níž zachovány,2.35
libochovic děd,2.33
západu neg,2.33
tvrziště polohe,2.33
literatura uvádí,2.32
tvrziště neg,2.32
obci založena,2.32
popis tvrz,2.31
lovosic tvrz,2.31
m zabrušany,2.31
literatuře zmínky,2.31
děčína tvrziště,2.30
rozkládá západně,2.28
25*000 tab,2.27
tvrziště poloha,2.27
ves vých,2.25
ves m,2.25
založena poč,2.24
úštěku poloha,2.22
zmínky lit,2.17
lit zmínky,2.17
okres,1.99
22334 ii,1.98
lokalita 726,1.98
lokalita,1.98
22 iv,1.97
č 15,1.96
169 č,1.96
č 38,1.96
75 č,1.96
1543 č,1.96
192 č,1.96
295 č,1.96
73 č,1.96
55 č,1.96
č 78,1.96
136 č,1.96
53 č,1.96
dvůr,1.95
zámky,1.94
půdorysu,1.93
místě,1.92
zbytky,1.92
čes,1.91
/ 1,1.90
dolní,1.90
/ 4,1.90
straně,1.88
iii,1.87
okraji,1.87
části,1.86
celá,1.86
stavbou,1.86
březno,1.86
zdivá,1.86
újezd,1.85
horní,1.85
55456 újezd,1.85
západní,1.83
gb 1,1.83
úplně,1.83
věže,1.83
kol,1.83
ač 4,1.83
stavbě,1.82
vsi,1.81
barokní,1.80
část,1.80
mlýna,1.80
zdi,1.80
osady,1.80
sklepů,1.80
715 šimák,1.80
splavy,1.80
obce,1.78
konci,1.78
špýchar,1.78
vsí,1.75
1390 p,1.75
68 p,1.75
skalka,1.75
vytesané,1.75
soud,1.75
bývala,1.75
jinak,1.75
vybudován,1.75
věží,1.75
paláce,1.75
bílinou,1.75
24230 lo,1.75
vysoká,1.75
sedlo,1.75
53765 kostomlaty,1.75
58582 st,1.75
hradeb,1.75
428 *,1.75
terénu,1.75
objekty,1.75
budovy,1.75
rybnov,1.75
c 88,1.75
mapa 1,1.73
mapa,1.73
výzkumu,1.73
valu,1.73
byly,1.73
rb 11,1.72
rb 111,1.72
rb 1,1.72
snad,1.71
zničena,1.71
trati,1.71
potoka,1.71
7 lokalit,1.71
13 lokalit,1.71
hrady,1.71
489 hrady,1.71
vrch,1.71
opevnění,1.69
jest,1.69
jest 4,1.69
příkopem,1.69
jižní,1.67
kaplí,1.67
hradební,1.67
530 n,1.67
budova,1.67
1565 •,1.67
kdy,1.67
344 n,1.67
jezeře,1.67
saaz,1.67
cestou,1.67
dvora,1.67
stop,1.67
8 h,1.67
jezera,1.67
1/5,1.67
cukrovaru,1.67
vrchu,1.67
kopce,1.67
odděleno,1.67
prý,1.67
střekov,1.67
skály,1.67
castrum,1.67
svah,1.67
nohavice,1.67
29980 libchava,1.67
1429 br,1.67
vybudována,1.67
ler,1.67
okresů,1.67
vyslovit,1.67
střepy,1.67
sousedství,1.67
lvová,1.67
rathenstein,1.67
377 •,1.67
možno,1.65
silnice,1.64
hradu,1.64
zámečku,1.64
tvrze,1.63
2 tvrze,1.63
1623 tvrze,1.63
sklepy,1.62
nebyla,1.62
zámku,1.62
pol,1.62
lc 111,1.60
směrem,1.60
pravděpodobně,1.60
viii,1.60
vrchol,1.60
lc 1,1.60
cesty,1.60
lc 10,1.60
hluboký,1.60
53753 rtyně,1.60
rtyně,1.60
hrádku,1.60
pův,1.57
vystavěn 2,1.57
příkopu,1.57
brána,1.57
vystavěn,1.57
hora,1.56
378 profous,1.54
23 profous,1.54
143 profous,1.54
profous 11,1.54
profous 111,1.54
profous,1.54
560 profous,1.54
539 profous,1.54
56 profous,1.54
443 profous,1.54
298 profous,1.54
profous 1,1.54
622 profous,1.54
124 profous,1.54
100 profous,1.54
109 profous,1.54
4 profous,1.54
127 profous,1.54
3 profous,1.54
264 profous,1.54
61 profous,1.54
stojí,1.53
děčín,1.53
55045 děčín,1.53
děčín 1,1.53
lokality,1.53
234 lokality,1.53
stát,1.52
xiv,1.51
hrad,1.50
zachovala,1.50
divo,1.50
dán,1.50
neexistují,1.50
hermann,1.50
obec,1.50
zbytcích,1.50
ostrožně,1.50
zničeny,1.50
zachováno,1.50
skálu,1.50
vedoucí,1.50
stavení,1.50
1319 henr,1.50
tvoří,1.50
sousedním,1.50
potřeby,1.50
keramika,1.50
křovinami,1.50
úpatí,1.50
sed,1.50
zahrada,1.50
slouží,1.50
resid,1.50
sýpka,1.50
1354 resid,1.50
parku,1.50
tyrz,1.50
sklání,1.50
rozvezen,1.50
možná,1.50
vše,1.50
sulewiczych,1.50
myslivna,1.50
brány,1.50
pikhartská,1.50
severovýchodně,1.50
hosp,1.50
svažuje,1.50
prohlubeniny,1.50
jámy,1.50
zachován,1.50
hlásky,1.50
dvr,1.50
vede,1.50
geol,1.50
skladiště,1.50
hřbitovem,1.50
kámen,1.50
25a/,1.50
použito,1.50
jednom,1.50
hradištní,1.50
podobu,1.50
hasištejnský,1.50
území,1.50
3a/,1.50
přestavbami,1.50
sedczicz,1.50
místa,1.50
jiřetína,1.50
povrch,1.50
zdivu,1.50
bedřichův,1.50
ploché,1.50
něm,1.50
přestavba,1.50
lokalisaci,1.50
malé,1.50
zničen,1.50
jestřebí,1.50
vystupuje,1.50
přístupná,1.50
dal,1.50
hřbitov,1.50
správy,1.50
jihozápadní,1.50
sousedí,1.50
starší,1.50
22538 plánek,1.50
úpravách,1.50
nádraží,1.50
zřícenině,1.50
palác,1.50
blankenstein,1.50
bukov,1.50
rene,1.50
lemováno,1.50
cesta,1.50
starém,1.50
zpráva,1.50
tolštejn,1.50
severu,1.50
got,1.50
kostelík,1.50
24452 čelní,1.50
rybníku,1.50
kamenice,1.50
strany,1.50
sklepa,1.50
blatno,1.50
55054 tatinná,1.50
56700 jílové,1.50
53733 kámen,1.50
píštany,1.50
plánek 1,1.50
kluček,1.50
lemberk,1.50
hřebenem,1.50
berky,1.50
sloup,1.50
ralskem,1.50
osrůvku,1.50
svojkov,1.50
průzkumu,1.50
liberec,1.50
kadaň,1.50
lus,1.50
' 48,1.50
hamr,1.50
postoupil,1.50
jde,1.50
pramenech,1.50
map,1.50
věžě,1.50
7 širokým,1.50
plánků,1.50
lipové,1.50
statek,1.50
vepřín,1.50
založená,1.50
potok,1.50
literatury,1.50
svého,1.50
přístup,1.50
obytné,1.50
želenicích,1.50
-tvrz 8,1.50
žeberk,1.50
1419 václav,1.50
bořek,1.50
louky,1.50
spojen,1.50
zničeno,1.50
ostrůvku,1.50
1522 bohuslav,1.50
valy,1.47
později,1.45
potokem,1.45
litoměřice 187,1.45
litoměřice,1.45
56728 litoměřice,1.45
stopy,1.45
zanikly,1.44
ostrohu,1.44
východní,1.43
val,1.43
kromě,1.43
místech,1.43
24481 val,1.43
28596 val,1.43
24466 val,1.43
24187 val,1.43
29993 val,1.43
hrádek,1.42
58309 hrádek,1.42
chomutovkou,1.40
opárno,1.40
býv,1.40
pahorek,1.40
zjistiti,1.40
stával,1.40
stála,1.40
rovněž,1.40
škola,1.40
kostela,1.40
loupežný,1.40
vchod,1.40
městem,1.40
26757 vchod,1.40
stávala,1.39
tvrzi,1.39
chomutov,1.39
pustý,1.38
mapě 1,1.38
blansko,1.38
24184 blansko,1.38
mapě,1.38
most,1.37
most 214,1.37
zámek,1.36
24487 zámek,1.36
obcí,1.36
louny,1.36
severní,1.36
okořín,1.33
terén,1.33
možné,1.33
str,1.33
kamýk,1.33
klapý,1.33
georgii,1.33
upraven 1811,1.33
něhož,1.33
toliko,1.33
znát,1.33
žel,1.33
přeměněn,1.33
archiv,1.33
stb,1.33
třeboutice,1.33
budově,1.33
spec,1.33
vítkovec,1.33
zámkem,1.33
nachází,1.33
žitenice,1.33
rozděleno,1.33
4 schodech,1.33
návsi,1.33
klenuté,1.33
zdivo,1.33
pojata,1.33
provedena,1.33
zámečkem,1.33
praž,1.33
obklopené,1.33
říkalo,1.33
kostel,1.33
průměru,1.33
jezeří,1.33
provedena 1627,1.33
schodech,1.33
želenice,1.33
bránou,1.33
hradem,1.33
eplice,1.33
severozápadně,1.33
mlýnem,1.33
všechlapy,1.33
želénky,1.33
podkovy,1.33
chlumec,1.33
tscherney,1.33
pramenů 296,1.33
zprávě,1.33
28113 kyjov,1.33
postoloprty,1.33
bašta,1.33
libouchec,1.33
55438 okořín,1.33
žatec,1.33
53764 želénky,1.33
53737 kamýk,1.33
vzhledem,1.33
ralsko,1.33
upraven,1.33
sedl,1.33
pramenů,1.33
zaniklo,1.33
želenic,1.33
pahrbku,1.33
kyjov,1.33
ratný,1.33
ostroh,1.31
uvádí,1.30
osek,1.30
nichž,1.30
53752 osek,1.30
95 uvádí,1.30
místo,1.30
24235 místo,1.30
teplice,1.29
chomutova,1.29
žernoseky,1.29
nádvoří,1.29
lok,1.29
města,1.29
bílina,1.29
55040 bílina,1.29
skále,1.28
město,1.27
lípy,1.27
tvrz,1.26
1606 tvrz,1.26
1638 tvrz,1.26
1619 tvrz,1.26
1477 tvrz,1.26
1630 tvrz,1.26
1493 tvrz,1.26
valech,1.25
doksy,1.25
rt 1,1.25
myslivnou,1.25
kaple,1.25
rt 11,1.25
25*000,1.25
rybníka,1.25
děvín,1.25
louce,1.25
trnovany,1.25
jihovýchodně,1.25
zachovány,1.25
postaven,1.25
přízemí,1.25
literatuře,1.25
jihových,1.25
silnicí,1.25
215 albrechtice,1.25
neg-č,1.25
plato,1.25
albrechtice,1.25
malhostice,1.25
varta,1.25
53742 trnovany,1.25
přestavěn,1.25
xiii,1.24
hradiště,1.24
29994 hradiště,1.24
zanikla,1.24
rozkládá,1.22
předhradí,1.22
obci,1.21
jižně,1.21
statku,1.21
dd 64,1.20
vpravo,1.20
třebušín,1.20
dd 61,1.20
levín,1.20
údolí,1.20
městě,1.20
nich,1.20
event,1.20
rybník,1.20
unčín,1.20
lese,1.20
zabrušany,1.20
265 zabrušany,1.20
22541 unčín,1.20
56722 třebušín,1.20
nich 17,1.20
dd 14,1.20
dd 15,1.20
příkop,1.19
22332 příkop,1.19
24450 příkop,1.19
24458 příkop,1.19
22348 příkop,1.19
24447 příkop,1.19
24185 příkop,1.19
22539 příkop,1.19
22353 příkop,1.19
zámeček,1.19
lípa,1.19
vel,1.18
pahrbek,1.17
jirkova,1.17
válem,1.17
křešice,1.17
vlastislav,1.17
polohe,1.17
libochovic,1.17
skalisko,1.17
755 heber,1.17
děd,1.17
1543 děd,1.17
328 heber,1.17
384 heber,1.17
terénem,1.17
heber 1,1.17
lipy,1.17
deštnice,1.17
heber,1.17
210 heber,1.17
196 heber,1.17
1545 děd,1.17
západu,1.17
24470 deštnice,1.17
bezděz,1.17
55447 deštnice,1.17
56710 křešice,1.17
89 heber,1.17
284 heber,1.17
neg,1.16
85 neg,1.16
21 neg,1.16
53739 neg,1.16
30 neg,1.16
2 neg,1.16
72 neg,1.16
107 neg,1.16
109 neg,1.16
30166 neg,1.16
2880 neg,1.16
110 neg,1.16
84 neg,1.16
78 neg,1.16
000 neg,1.16
tvrziště,1.16
2 tvrziště,1.16
sedláček,1.15
693 sedláček,1.15
599 sedláček,1.15
394 sedláček,1.15
611 sedláček,1.15
164 sedláček,1.15
330 sedláček,1.15
55 sedláček,1.15
534 sedláček,1.15
54 sedláček,1.15
466 sedláček,1.15
688 sedláček,1.15
28 sedláček,1.15
346 sedláček,1.15
470 sedláček,1.15
483 sedláček,1.15
598 sedláček,1.15
72 sedláček,1.15
85 sedláček,1.15
658 sedláček,1.15
113 uměl,1.14
skála,1.14
156 uměl,1.14
233 uměl,1.14
699 uměl,1.14
uměl,1.14
markvartice,1.14
53735 markvartice,1.14
děčína,1.14
96 uměl,1.14
ves,1.14
1620 ves,1.14
ves 4,1.14
ves 5,1.14
ves 10,1.14
ves 7,1.14
poč,1.13
archeol,1.12
tvrzí,1.12
létech 1692,1.12
levousy,1.12
jihozáp,1.12
létech 1560,1.12
postoloprt,1.12
létech 1574,1.12
létech 1950,1.12
27920 jihozáp,1.12
létech 1956,1.12
létech 1960,1.12
létech 1819,1.12
lit,1.11
úštěku,1.11
poloha,1.11
záp,1.11
vých,1.11
kraje 43,1.11
severozáp,1.11
sedláčka,1.11
sev,1.11
pohled,1.11
24474 pohled,1.11
24243 pohled,1.11
24244 pohled,1.11
24246 pohled,1.11
24472 pohled,1.11
29990 pohled,1.11
29991 pohled,1.11
58303 pohled,1.11
kraje,1.11
kraje 104,1.11
kraje 103,1.11
kraje 91,1.11
13 m,1.11
5 m,1.11
50 m,1.11
1 m,1.11
12 m,1.11
3 m,1.11
40 m,1.11
10 m,1.11
20 m,1.11
35 m,1.11
30 m,1.11
500 m,1.11
15 m,1.11
60 m,1.11
25 m,1.11
m 3,1.11
44 m,1.11
2 m,1.11
založena,1.11
tvrzišti,1.11
založen,1.10
níž,1.10
krupka,1.10
4 krupka,1.10
53756 krupka,1.10
rokem 1380,1.09
přestavěna,1.09
rokem 1251,1.09
xvi,1.09
1746 přestavěna,1.09
východně,1.09
rokem 1680,1.09
rokem 1227,1.09
rokem 1262,1.09
rokem 1281,1.09
rokem 1268,1.09
rokem 1362,1.09
rokem 1327,1.09
archivu,1.08
severně,1.08
xvii,1.06
západně,1.06
žatce,1.06
55432 obr,1.06
55030 obr,1.06
55455 obr,1.06
55436 obr,1.06
53736 obr,1.06
55440 obr,1.06
55439 obr,1.06
53738 obr,1.06
55438 obr,1.06
25000 obr,1.06
56708 obr,1.06
obr,1.06
53740 obr,1.06
53741 obr,1.06
55437 obr,1.06
56716 obr,1.06
53742 obr,1.06
53746 obr,1.06
55441 obr,1.06
56721 obr,1.06
56723 obr,1.06
56725 obr,1.06
53745 obr,1.06
434 obr,1.06
24480 obr,1.06
53749 obr,1.06
55046 obr,1.06
55049 obr,1.06
55445 obr,1.06
55444 obr,1.06
55059 obr,1.06
240 obr,1.06
55453 obr,1.06
55036 obr,1.06
55029 obr,1.06
53751 obr,1.06
55023 obr,1.06
53755 obr,1.06
55024 obr,1.06
55014 obr,1.06
56729 obr,1.06
53767 obr,1.06
56731 obr,1.06
53733 obr,1.06
56732 obr,1.06
37604 obr,1.06
207 obr,1.06
55042 obr,1.06
55044 obr,1.06
58544 obr,1.06
55431 obr,1.06
55456 obr,1.06
55026 obr,1.06
55032 obr,1.06
zmínky,1.06
1227 zmínky,1.06
1057 zmínky,1.06
1338 zmínky,1.06
1295 zmínky,1.06
popis,1.05
1 popis,1.05
lovosic,1.05
příkopy,1.05
litoměřic,1.04
2 litoměřic,1.04
literatura,1.02
10 literatura,1.02
literatura 1,1.02
0 literatura,1.02
704 literatura,1.02
tab,1.02
25000 tab,1.02
24482 tab,1.02
29994 tab,1.02
27518 tab,1.02
24250 tab,1.02
24467 tab,1.02
22345 tab,1.02
000 tab,1.02
27105 tab,1.02
24491 tab,1.02
22333 tab,1.02
28114 tab,1.02
stol,1.01
6858/63,1.00
blíževedly,1.00
hřídelík,1.00
zvaný,1.00
blíževedel,1.00
rozsedlina,1.00
1334 mart,1.00
burgr,1.00
episcopi,1.00
í 1,1.00
jihozápadně,1.00
koty 595,1.00
pozn,1.00
lobkovic,1.00
car,1.00
dz 141,1.00
11/,1.00
nezachovaly,1.00
nezabilicz,1.00
dvorem,1.00
kyjicemi,1.00
pila,1.00
něho,1.00
9- 77,1.00
oczelowicz,1.00
60/,1.00
f0o,1.00
jirkov,1.00
rybníčku,1.00
příkopech,1.00
roce 1565,1.00
pustá,1.00
vet,1.00
škrie,1.00
připomíná,1.00
dlice,1.00
městečko,1.00
starých,1.00
maj,1.00
pevninou,1.00
tad,1.00
voděrady,1.00
voděrad,1.00
důvodu,1.00
resp,1.00
kotelice,1.00
šebín,1.00
dubě,1.00
vybíhající,1.00
návrší,1.00
strmé,1.00
2p2,1.00
podsklepena,1.00
kamenná,1.00
valená,1.00
vostrým,1.00
dz 16,1.00
boreč,1.00
vjezdu,1.00
býčkovice,1.00
koty 254,1.00
ostrožna,1.00
čížkovice,1.00
/fo,1.00
dlažkovice,1.00
vybudování,1.00
rozšířen,1.00
empir,1.00
zám,1.00
1057 dlascouicih,1.00
pam,1.00
668/2neg,1.00
7 dobkovičky,1.00
stavěna,1.00
strppy,1.00
dřevěné,1.00
trámová,1.00
stopáxh,1.00
obývána,1.00
